analysis,execution_time_s,final_time_s,success,tank1_final_mass_kg,tank1_final_pressure_Pa,tank1_final_temp_K,tank1_max_pressure_Pa,tank1_min_pressure_Pa,tank2_final_mass_kg,tank2_final_pressure_Pa,tank2_final_temp_K,tank2_max_pressure_Pa,tank2_min_pressure_Pa
single_tank_ch2,10.401923894882202,3688.7871780000005,1.0,21.96445392149513,34.5816233883994,204.69725046596238,699.9999999999997,34.47057128802456,,,,,
single_tank_cch2,8.72504997253418,3688.7871780000005,1.0,21.964277763154914,14.949149871606283,51.06807364786524,399.9999999999998,14.948991251437228,,,,,
single_tank_slh2,12.39230489730835,3688.7871780000005,1.0,21.964312294012323,5.970881579521001,30.306285035692838,16.00001714750314,5.970881054918804,,,,,
coupled_ch2_cch2,20.205743074417114,3688.7871780000005,1.0,10.20191391087473,222.98630204065483,238.5002985881756,800.099398027064,211.9385709763137,34.70669040657498,16.753561831658004,42.396637608852366,399.9999999999998,16.000498453616395
coupled_ch2_lh2,43.8418869972229,3688.7871780000005,1.0,8.110419867503916,85.08080034567408,216.92636820457338,700.0074920380347,83.34087093271475,50.20093291974323,2.8228889204623377,24.403230682143136,10.000027622880506,2.1564020080671056
