time [s],m [kg],Uint energy [J],m_dot vent [kg/s],U int energy solids [J],Q_amb [W],Q_iHEX [W],u_int h2 [J/kg],h H2 [J/kg],T H2 [K],rho H2 [kg/m3],P H2 [Pa],T solids [K],Q oHEX [W]
0,221.888968,76037749.51,0,2040907.517,25,0,342683.7765,911382.6224,70,70.33599644,40000000,70,20070.2319
1,221.8866378,76035626.21,0,2040932.261,25,0,342677.8059,911353.3638,69.99898924,70.33525782,39997941.99,70.00033445,20070.52449
2,221.883944,76033171.84,0,2040956.607,25,0,342670.9049,911319.542,69.99782089,70.33440389,39995562.91,70.00066353,20070.86271
3,221.8811933,76030666.37,0,2040980.397,25,0,342663.861,911285.014,69.9966282,70.33353196,39993134.03,70.00098508,20071.20799
4,221.8784337,76028153.52,0,2041003.591,25,0,342656.7974,911250.3821,69.99543201,70.33265722,39990697.68,70.00129859,20071.55431
5,221.8756728,76025640.12,0,2041026.158,25,0,342649.7334,911215.7405,69.99423558,70.33178203,39988260.49,70.00160361,20071.90072
6,221.8729116,76023127.29,0,2041048.069,25,0,342642.672,911181.1043,69.99303944,70.33090678,39985823.48,70.00189976,20072.24709
7,221.8701504,76020615.19,0,2041069.299,25,0,342635.6139,911146.4759,69.99184366,70.33003152,39983386.85,70.00218672,20072.59337
8,221.8673893,76018103.89,0,2041089.828,25,0,342628.5591,911111.8559,69.99064828,70.32915626,39980950.61,70.00246419,20072.93957
9,221.8646281,76015593.41,0,2041109.638,25,0,342621.5079,911077.2447,69.98945331,70.328281,39978514.8,70.00273194,20073.28568
10,221.8618669,76013083.75,0,2041128.712,25,0,342614.4602,911042.6424,69.98825876,70.32740573,39976079.4,70.00298975,20073.6317
11,221.8591057,76010574.94,0,2041147.039,25,0,342607.4161,911008.049,69.98706464,70.32653047,39973644.43,70.00323746,20073.97764
12,221.8563445,76008066.98,0,2041164.606,25,0,342600.3757,910973.4648,69.98587095,70.32565521,39971209.89,70.00347489,20074.32348
13,221.8535833,76005559.89,0,2041181.404,25,0,342593.3391,910938.8899,69.98467769,70.32477995,39968775.79,70.00370192,20074.66923
14,221.8508221,76003053.67,0,2041197.423,25,0,342586.3062,910904.3243,69.98348488,70.32390468,39966342.13,70.00391844,20075.01489
15,221.8480609,76000548.33,0,2041212.657,25,0,342579.2771,910869.7681,69.98229252,70.32302942,39963908.92,70.00412433,20075.36045
16,221.8452997,75998043.88,0,2041227.099,25,0,342572.2518,910835.2214,69.98110061,70.32215416,39961476.15,70.00431952,20075.70591
17,221.8425385,75995540.33,0,2041240.743,25,0,342565.2304,910800.6843,69.97990916,70.32127889,39959043.83,70.00450393,20076.05129
18,221.8397773,75993037.67,0,2041253.584,25,0,342558.2129,910766.1568,69.97871816,70.32040363,39956611.96,70.00467748,20076.39656
19,221.8370161,75990535.91,0,2041265.619,25,0,342551.1992,910731.6389,69.97752762,70.31952837,39954180.55,70.00484015,20076.74174
20,221.834255,75988035.06,0,2041276.845,25,0,342544.1895,910697.1307,69.97633754,70.31865311,39951749.58,70.00499186,20077.08682
21,221.8314938,75985535.11,0,2041287.258,25,0,342537.1836,910662.6322,69.97514793,70.31777784,39949319.08,70.0051326,20077.43181
22,221.8287326,75983036.08,0,2041296.857,25,0,342530.1817,910628.1434,69.97395878,70.31690258,39946889.03,70.00526234,20077.77669
23,221.8259714,75980537.95,0,2041305.64,25,0,342523.1837,910593.6644,69.9727701,70.31602732,39944459.43,70.00538105,20078.12148
24,221.8232102,75978040.74,0,2041313.607,25,0,342516.1897,910559.1951,69.97158188,70.31515205,39942030.3,70.00548872,20078.46618
25,221.820449,75975544.44,0,2041320.756,25,0,342509.1996,910524.7356,69.97039412,70.31427679,39939601.62,70.00558534,20078.81077
26,221.8176878,75973049.05,0,2041327.088,25,0,342502.2134,910490.2859,69.96920684,70.31340153,39937173.4,70.00567092,20079.15527
27,221.8149266,75970554.57,0,2041332.603,25,0,342495.2312,910455.8459,69.96802002,70.31252627,39934745.64,70.00574545,20079.49967
28,221.8121654,75968061.01,0,2041337.301,25,0,342488.2529,910421.4156,69.96683366,70.311651,39932318.33,70.00580895,20079.84397
29,221.8094042,75965568.36,0,2041341.183,25,0,342481.2786,910386.9952,69.96564777,70.31077574,39929891.48,70.00586142,20080.18818
30,221.806643,75963076.61,0,2041344.252,25,0,342474.3081,910352.5844,69.96446234,70.30990048,39927465.09,70.00590289,20080.53228
31,221.8038818,75960585.78,0,2041346.507,25,0,342467.3416,910318.1834,69.96327738,70.30902521,39925039.15,70.00593338,20080.87629
32,221.8011206,75958095.85,0,2041347.952,25,0,342460.379,910283.792,69.96209288,70.30814995,39922613.67,70.0059529,20081.22021
33,221.7983595,75955606.82,0,2041348.588,25,0,342453.4203,910249.4104,69.96090884,70.30727469,39920188.64,70.0059615,20081.56402
34,221.7955983,75953118.69,0,2041348.418,25,0,342446.4655,910215.0383,69.95972526,70.30639942,39917764.06,70.00595921,20081.90775
35,221.7928371,75950631.47,0,2041347.445,25,0,342439.5146,910180.6759,69.95854214,70.30552416,39915339.94,70.00594605,20082.25137
36,221.7900759,75948145.13,0,2041345.67,25,0,342432.5675,910146.3231,69.95735948,70.3046489,39912916.26,70.00592207,20082.5949
37,221.7873147,75945659.7,0,2041343.098,25,0,342425.6243,910111.9798,69.95617727,70.30377364,39910493.04,70.0058873,20082.93833
38,221.7845535,75943175.15,0,2041339.731,25,0,342418.6849,910077.6461,69.95499551,70.30289837,39908070.26,70.0058418,20083.28167
39,221.7817923,75940691.48,0,2041335.574,25,0,342411.7494,910043.3218,69.95381421,70.30202311,39905647.93,70.0057856,20083.62491
40,221.7790311,75938208.7,0,2041330.628,25,0,342404.8176,910009.007,69.95263335,70.30114785,39903226.04,70.00571876,20083.96806
41,221.7762699,75935726.8,0,2041324.899,25,0,342397.8897,909974.7016,69.95145294,70.30027258,39900804.59,70.00564133,20084.31111
42,221.7735087,75933245.77,0,2041318.389,25,0,342390.9655,909940.4056,69.95027298,70.29939732,39898383.59,70.00555335,20084.65407
43,221.7707475,75930765.61,0,2041311.104,25,0,342384.045,909906.1188,69.94909346,70.29852206,39895963.02,70.00545489,20084.99694
44,221.7679863,75928286.32,0,2041303.047,25,0,342377.1283,909871.8414,69.94791438,70.2976468,39893542.9,70.00534599,20085.33971
45,221.7652252,75925807.89,0,2041294.222,25,0,342370.2153,909837.5732,69.94673574,70.29677153,39891123.21,70.00522672,20085.6824
46,221.762464,75923330.32,0,2041284.634,25,0,342363.3061,909803.3141,69.94555754,70.29589627,39888703.95,70.00509713,20086.02499
47,221.7597028,75920853.6,0,2041274.287,25,0,342356.4004,909769.0643,69.94437976,70.29502101,39886285.12,70.00495729,20086.36749
48,221.7569416,75918377.74,0,2041263.185,25,0,342349.4985,909734.8235,69.94320242,70.29414574,39883866.73,70.00480725,20086.70989
49,221.7541804,75915902.71,0,2041251.335,25,0,342342.6002,909700.5917,69.94202551,70.29327048,39881448.76,70.00464709,20087.05221
50,221.7514192,75913428.53,0,2041238.739,25,0,342335.7055,909666.3689,69.94084902,70.29239522,39879031.22,70.00447685,20087.39444
51,221.748658,75910955.18,0,2041225.404,25,0,342328.8143,909632.1551,69.93967295,70.29151996,39876614.1,70.00429661,20087.73658
52,221.7458968,75908482.65,0,2041211.333,25,0,342321.9268,909597.9502,69.93849731,70.29064469,39874197.4,70.00410644,20088.07863
53,221.7431356,75906010.96,0,2041196.532,25,0,342315.0428,909563.7541,69.93732208,70.28976943,39871781.12,70.0039064,20088.42059
54,221.7403744,75903540.08,0,2041181.006,25,0,342308.1623,909529.5667,69.93614726,70.28889417,39869365.26,70.00369655,20088.76246
55,221.7376132,75901070.02,0,2041164.76,25,0,342301.2853,909495.3881,69.93497286,70.2880189,39866949.82,70.00347697,20089.10425
56,221.734852,75898600.76,0,2041147.8,25,0,342294.4118,909461.2182,69.93379886,70.28714364,39864534.79,70.00324773,20089.44595
57,221.7320909,75896132.31,0,2041130.129,25,0,342287.5418,909427.0568,69.93262527,70.28626838,39862120.16,70.0030089,20089.78756
58,221.7293297,75893664.66,0,2041111.754,25,0,342280.6752,909392.9041,69.93145208,70.28539312,39859705.95,70.00276055,20090.12909
59,221.7265685,75891197.81,0,2041092.68,25,0,342273.812,909358.7598,69.93027929,70.28451785,39857292.14,70.00250274,20090.47053
60,221.7238073,75888731.74,0,2041072.912,25,0,342266.9522,909324.624,69.9291069,70.28364259,39854878.73,70.00223555,20090.81189
61,221.7210461,75886266.45,0,2041052.455,25,0,342260.0957,909290.4965,69.9279349,70.28276733,39852465.73,70.00195905,20091.15316
62,221.7182849,75883801.94,0,2041031.315,25,0,342253.2426,909256.3774,69.92676329,70.28189206,39850053.13,70.00167332,20091.49435
63,221.7155237,75881338.21,0,2041009.498,25,0,342246.3928,909222.2666,69.92559207,70.2810168,39847640.92,70.00137843,20091.83546
64,221.7127625,75878875.24,0,2040987.008,25,0,342239.5462,909188.164,69.92442123,70.28014154,39845229.1,70.00107444,20092.17649
65,221.7100013,75876413.03,0,2040963.851,25,0,342232.703,909154.0695,69.92325077,70.27926628,39842817.68,70.00076144,20092.51743
66,221.7072401,75873951.57,0,2040940.033,25,0,342225.8629,909119.9832,69.9220807,70.27839101,39840406.64,70.0004395,20092.8583
67,221.7044789,75871490.87,0,2040915.558,25,0,342219.0261,909085.9048,69.92091099,70.27751575,39837996,70.00010869,20093.19908
68,221.7017177,75869030.91,0,2040890.433,25,0,342212.1925,909051.8345,69.91974166,70.27664049,39835585.74,69.99976908,20093.53978
69,221.6989566,75866571.69,0,2040864.663,25,0,342205.362,909017.7721,69.9185727,70.27576522,39833175.85,69.99942075,20093.88041
70,221.6961954,75864113.2,0,2040838.254,25,0,342198.5347,908983.7175,69.9174041,70.27488996,39830766.35,69.99906377,20094.22095
71,221.6934342,75861655.45,0,2040811.21,25,0,342191.7105,908949.6708,69.91623587,70.2740147,39828357.23,69.99869822,20094.56142
72,221.690673,75859198.41,0,2040783.538,25,0,342184.8894,908915.6318,69.91506799,70.27313944,39825948.48,69.99832418,20094.90181
73,221.6879118,75856742.09,0,2040755.243,25,0,342178.0713,908881.6004,69.91390047,70.27226417,39823540.11,69.9979417,20095.24212
74,221.6851506,75854286.48,0,2040726.331,25,0,342171.2563,908847.5767,69.91273331,70.27138891,39821132.1,69.99755088,20095.58236
75,221.6823894,75851831.58,0,2040696.806,25,0,342164.4443,908813.5606,69.91156649,70.27051365,39818724.46,69.99715178,20095.92252
76,221.6796282,75849377.38,0,2040666.675,25,0,342157.6353,908779.552,69.91040002,70.26963838,39816317.19,69.99674448,20096.26261
77,221.676867,75846923.88,0,2040635.943,25,0,342150.8292,908745.5508,69.9092339,70.26876312,39813910.28,69.99632906,20096.60262
78,221.6741058,75844471.06,0,2040604.615,25,0,342144.0261,908711.5571,69.90806811,70.26788786,39811503.73,69.99590557,20096.94256
79,221.6713446,75842018.93,0,2040572.698,25,0,342137.2259,908677.5706,69.90690266,70.2670126,39809097.54,69.99547411,20097.28242
80,221.6685834,75839567.47,0,2040540.195,25,0,342130.4287,908643.5915,69.90573755,70.26613733,39806691.7,69.99503474,20097.62221
81,221.6658223,75837116.69,0,2040507.113,25,0,342123.6342,908609.6195,69.90457277,70.26526207,39804286.22,69.99458754,20097.96193
82,221.6630611,75834666.58,0,2040473.458,25,0,342116.8426,908575.6548,69.90340832,70.26438681,39801881.09,69.99413258,20098.30158
83,221.6602999,75832217.13,0,2040439.234,25,0,342110.0539,908541.6971,69.90224419,70.26351154,39799476.3,69.99366992,20098.64116
84,221.6575387,75829768.33,0,2040404.447,25,0,342103.2679,908507.7464,69.90108039,70.26263628,39797071.87,69.99319966,20098.98066
85,221.6547775,75827320.19,0,2040369.103,25,0,342096.4847,908473.8028,69.8999169,70.26176102,39794667.77,69.99272185,20099.3201
86,221.6520163,75824872.69,0,2040333.206,25,0,342089.7042,908439.8661,69.89875373,70.26088575,39792264.02,69.99223657,20099.65947
87,221.6492551,75822425.83,0,2040296.763,25,0,342082.9265,908405.9362,69.89759087,70.26001049,39789860.61,69.99174389,20099.99877
88,221.6464939,75819979.61,0,2040259.777,25,0,342076.1514,908372.0132,69.89642833,70.25913523,39787457.53,69.99124388,20100.338
89,221.6437327,75817534.02,0,2040222.256,25,0,342069.379,908338.0969,69.89526609,70.25825997,39785054.79,69.99073662,20100.67716
90,221.6409715,75815089.05,0,2040184.203,25,0,342062.6093,908304.1874,69.89410415,70.2573847,39782652.38,69.99022217,20101.01625
91,221.6382103,75812644.71,0,2040145.624,25,0,342055.8422,908270.2844,69.89294252,70.25650944,39780250.3,69.98970061,20101.35528
92,221.6354491,75810200.97,0,2040106.525,25,0,342049.0777,908236.3881,69.89178118,70.25563418,39777848.55,69.98917201,20101.69425
93,221.6326879,75807757.85,0,2040066.911,25,0,342042.3158,908202.4983,69.89062014,70.25475891,39775447.13,69.98863643,20102.03315
94,221.6299268,75805315.33,0,2040026.786,25,0,342035.5565,908168.615,69.8894594,70.25388365,39773046.02,69.98809394,20102.37198
95,221.6271656,75802873.41,0,2039986.156,25,0,342028.7997,908134.7381,69.88829894,70.25300839,39770645.24,69.98754462,20102.71075
96,221.6244044,75800432.08,0,2039945.025,25,0,342022.0453,908100.8676,69.88713876,70.25213313,39768244.78,69.98698853,20103.04945
97,221.6216432,75797991.34,0,2039903.4,25,0,342015.2935,908067.0034,69.88597888,70.25125786,39765844.63,69.98642575,20103.38809
98,221.618882,75795551.19,0,2039861.285,25,0,342008.5441,908033.1454,69.88481927,70.2503826,39763444.8,69.98585633,20103.72667
99,221.6161208,75793111.61,0,2039818.685,25,0,342001.7972,907999.2937,69.88365994,70.24950734,39761045.28,69.98528035,20104.06519
100,221.6133596,75790672.6,0,2039775.605,25,0,341995.0527,907965.4481,69.88250088,70.24863207,39758646.07,69.98469787,20104.40365
101,221.6105984,75788234.17,0,2039732.05,25,0,341988.3106,907931.6086,69.8813421,70.24775681,39756247.17,69.98410897,20104.74204
102,221.6078372,75785796.3,0,2039688.025,25,0,341981.5709,907897.7752,69.88018359,70.24688155,39753848.57,69.9835137,20105.08038
103,221.605076,75783358.98,0,2039643.534,25,0,341974.8335,907863.9478,69.87902534,70.24600629,39751450.28,69.98291213,20105.41865
104,221.6023148,75780922.22,0,2039598.584,25,0,341968.0985,907830.1263,69.87786736,70.24513102,39749052.29,69.98230433,20105.75687
105,221.5995536,75778486.01,0,2039553.177,25,0,341961.3657,907796.3107,69.87670964,70.24425576,39746654.59,69.98169037,20106.09502
106,221.5967925,75776050.35,0,2039507.32,25,0,341954.6353,907762.501,69.87555218,70.2433805,39744257.2,69.9810703,20106.43312
107,221.5940313,75773615.22,0,2039461.017,25,0,341947.9071,907728.697,69.87439497,70.24250523,39741860.1,69.98044419,20106.77116
108,221.5912701,75771180.63,0,2039414.273,25,0,341941.1812,907694.8988,69.87323802,70.24162997,39739463.29,69.97981211,20107.10914
109,221.5885089,75768746.56,0,2039367.092,25,0,341934.4575,907661.1063,69.87208132,70.24075471,39737066.77,69.97917411,20107.44707
110,221.5857477,75766313.03,0,2039319.479,25,0,341927.736,907627.3194,69.87092486,70.23987945,39734670.55,69.97853027,20107.78493
111,221.5829865,75763880.01,0,2039271.439,25,0,341921.0166,907593.5381,69.86976865,70.23900418,39732274.61,69.97788064,20108.12275
112,221.5802253,75761447.51,0,2039222.976,25,0,341914.2995,907559.7624,69.86861269,70.23812892,39729878.95,69.97722528,20108.4605
113,221.5774641,75759015.52,0,2039174.094,25,0,341907.5844,907525.9922,69.86745696,70.23725366,39727483.58,69.97656426,20108.79821
114,221.5747029,75756584.04,0,2039124.799,25,0,341900.8715,907492.2274,69.86630147,70.23637839,39725088.48,69.97589764,20109.13585
115,221.5719417,75754153.06,0,2039075.095,25,0,341894.1607,907458.468,69.86514622,70.23550313,39722693.67,69.97522547,20109.47345
116,221.5691805,75751722.58,0,2039024.986,25,0,341887.452,907424.7139,69.8639912,70.23462787,39720299.14,69.97454782,20109.81099
117,221.5664193,75749292.59,0,2038974.477,25,0,341880.7453,907390.9652,69.8628364,70.23375261,39717904.88,69.97386475,20110.14848
118,221.5636582,75746863.09,0,2038923.571,25,0,341874.0407,907357.2217,69.86168184,70.23287734,39715510.89,69.97317631,20110.48591
119,221.560897,75744434.07,0,2038872.274,25,0,341867.3381,907323.4834,69.8605275,70.23200208,39713117.17,69.97248257,20110.82329
120,221.5581358,75742005.54,0,2038820.59,25,0,341860.6375,907289.7503,69.85937339,70.23112682,39710723.72,69.97178357,20111.16063
121,221.5553746,75739577.48,0,2038768.522,25,0,341853.9389,907256.0223,69.85821949,70.23025155,39708330.54,69.97107938,20111.49791
122,221.5526134,75737149.9,0,2038716.075,25,0,341847.2422,907222.2993,69.85706581,70.22937629,39705937.63,69.97037006,20111.83513
123,221.5498522,75734722.78,0,2038663.254,25,0,341840.5475,907188.5814,69.85591235,70.22850103,39703544.98,69.96965566,20112.17231
124,221.547091,75732296.13,0,2038610.062,25,0,341833.8547,907154.8685,69.8547591,70.22762577,39701152.59,69.96893624,20112.50944
125,221.5443298,75729869.93,0,2038556.504,25,0,341827.1639,907121.1606,69.85360606,70.2267505,39698760.47,69.96821185,20112.84652
126,221.5415686,75727444.19,0,2038502.583,25,0,341820.4749,907087.4575,69.85245323,70.22587524,39696368.6,69.96748255,20113.18355
127,221.5388074,75725018.91,0,2038448.304,25,0,341813.7878,907053.7593,69.8513006,70.22499998,39693976.99,69.96674839,20113.52054
128,221.5360462,75722594.06,0,2038393.67,25,0,341807.1025,907020.0659,69.85014818,70.22412471,39691585.63,69.96600943,20113.85747
129,221.533285,75720169.67,0,2038338.686,25,0,341800.4191,906986.3772,69.84899596,70.22324945,39689194.52,69.96526572,20114.19436
130,221.5305239,75717745.71,0,2038283.356,25,0,341793.7375,906952.6933,69.84784394,70.22237419,39686803.67,69.96451731,20114.5312
131,221.5277627,75715322.19,0,2038227.683,25,0,341787.0577,906919.0141,69.84669212,70.22149893,39684413.07,69.96376426,20114.86799
132,221.5250015,75712899.1,0,2038171.671,25,0,341780.3796,906885.3395,69.84554049,70.22062366,39682022.72,69.96300661,20115.20473
133,221.5222403,75710476.44,0,2038115.325,25,0,341773.7034,906851.6695,69.84438906,70.2197484,39679632.61,69.96224442,20115.54143
134,221.5194791,75708054.2,0,2038058.648,25,0,341767.0288,906818.0041,69.84323781,70.21887314,39677242.74,69.96147775,20115.87809
135,221.5167179,75705632.38,0,2038001.643,25,0,341760.3561,906784.3431,69.84208676,70.21799787,39674853.12,69.96070663,20116.2147
136,221.5139567,75703210.98,0,2037944.314,25,0,341753.685,906750.6867,69.84093589,70.21712261,39672463.75,69.95993113,20116.55126
137,221.5111955,75700789.99,0,2037886.666,25,0,341747.0156,906717.0347,69.8397852,70.21624735,39670074.61,69.95915128,20116.88778
138,221.5084343,75698369.41,0,2037828.702,25,0,341740.3479,906683.3871,69.8386347,70.21537208,39667685.71,69.95836715,20117.22426
139,221.5056731,75695949.24,0,2037770.425,25,0,341733.6819,906649.7439,69.83748437,70.21449682,39665297.04,69.95757878,20117.56069
140,221.5029119,75693529.47,0,2037711.839,25,0,341727.0175,906616.105,69.83633423,70.21362156,39662908.61,69.95678621,20117.89708
141,221.5001507,75691110.09,0,2037652.947,25,0,341720.3548,906582.4704,69.83518426,70.2127463,39660520.42,69.95598949,20118.23342
142,221.4973895,75688691.11,0,2037593.754,25,0,341713.6936,906548.8401,69.83403446,70.21187103,39658132.46,69.95518868,20118.56973
143,221.4946284,75686272.53,0,2037534.262,25,0,341707.0341,906515.2139,69.83288484,70.21099577,39655744.72,69.95438382,20118.90599
144,221.4918672,75683854.33,0,2037474.475,25,0,341700.3762,906481.5919,69.83173539,70.21012051,39653357.22,69.95357495,20119.24221
145,221.489106,75681436.51,0,2037414.396,25,0,341693.7198,906447.9741,69.8305861,70.20924524,39650969.95,69.95276213,20119.57839
146,221.4863448,75679019.08,0,2037354.029,25,0,341687.065,906414.3604,69.82943698,70.20836998,39648582.9,69.95194539,20119.91452
147,221.4835836,75676602.02,0,2037293.377,25,0,341680.4117,906380.7507,69.82828803,70.20749472,39646196.07,69.95112478,20120.25062
148,221.4808224,75674185.34,0,2037232.443,25,0,341673.7599,906347.1451,69.82713924,70.20661946,39643809.47,69.95030035,20120.58668
149,221.4780612,75671769.03,0,2037171.232,25,0,341667.1097,906313.5434,69.82599061,70.20574419,39641423.09,69.94947214,20120.92269
150,221.4753,75669353.08,0,2037109.745,25,0,341660.4609,906279.9458,69.82484214,70.20486893,39639036.93,69.9486402,20121.25867
151,221.4725388,75666937.51,0,2037047.986,25,0,341653.8136,906246.352,69.82369382,70.20399367,39636650.99,69.94780456,20121.59461
152,221.4697776,75664522.29,0,2036985.959,25,0,341647.1678,906212.7621,69.82254566,70.2031184,39634265.26,69.94696527,20121.93051
153,221.4670164,75662107.43,0,2036923.666,25,0,341640.5235,906179.1761,69.82139765,70.20224314,39631879.76,69.94612238,20122.26637
154,221.4642552,75659692.93,0,2036861.11,25,0,341633.8806,906145.594,69.8202498,70.20136788,39629494.47,69.94527592,20122.60219
155,221.4614941,75657278.78,0,2036798.295,25,0,341627.2391,906112.0156,69.81910209,70.20049262,39627109.39,69.94442593,20122.93797
156,221.4587329,75654864.97,0,2036735.224,25,0,341620.599,906078.441,69.81795454,70.19961735,39624724.52,69.94357247,20123.27372
157,221.4559717,75652451.52,0,2036671.9,25,0,341613.9603,906044.8701,69.81680713,70.19874209,39622339.86,69.94271556,20123.60943
158,221.4532105,75650038.4,0,2036608.325,25,0,341607.323,906011.3029,69.81565986,70.19786683,39619955.42,69.94185525,20123.9451
159,221.4504493,75647625.63,0,2036544.503,25,0,341600.6871,905977.7393,69.81451274,70.19699156,39617571.18,69.94099158,20124.28073
160,221.4476881,75645213.19,0,2036480.437,25,0,341594.0525,905944.1794,69.81336576,70.1961163,39615187.15,69.94012458,20124.61633
161,221.4449269,75642801.09,0,2036416.129,25,0,341587.4193,905910.6231,69.81221891,70.19524104,39612803.32,69.93925431,20124.9519
162,221.4421657,75640389.32,0,2036351.582,25,0,341580.7874,905877.0704,69.81107221,70.19436578,39610419.7,69.93838079,20125.28742
163,221.4394045,75637977.88,0,2036286.8,25,0,341574.1568,905843.5212,69.80992564,70.19349051,39608036.28,69.93750406,20125.62292
164,221.4366433,75635566.76,0,2036221.784,25,0,341567.5275,905809.9755,69.80877921,70.19261525,39605653.06,69.93662416,20125.95837
165,221.4338821,75633155.97,0,2036156.539,25,0,341560.8995,905776.4333,69.80763291,70.19173999,39603270.05,69.93574113,20126.2938
166,221.4311209,75630745.49,0,2036091.066,25,0,341554.2728,905742.8946,69.80648674,70.19086472,39600887.23,69.93485501,20126.62918
167,221.4283598,75628335.34,0,2036025.368,25,0,341547.6474,905709.3593,69.80534071,70.18998946,39598504.61,69.93396583,20126.96454
168,221.4255986,75625925.49,0,2035959.448,25,0,341541.0232,905675.8273,69.8041948,70.1891142,39596122.19,69.93307362,20127.29986
169,221.4228374,75623515.96,0,2035893.308,25,0,341534.4003,905642.2988,69.80304902,70.18823894,39593739.97,69.93217843,20127.63514
170,221.4200762,75621106.74,0,2035826.952,25,0,341527.7786,905608.7735,69.80190336,70.18736367,39591357.94,69.93128029,20127.97039
171,221.417315,75618697.83,0,2035760.382,25,0,341521.1581,905575.2516,69.80075783,70.18648841,39588976.1,69.93037924,20128.30561
172,221.4145538,75616289.22,0,2035693.599,25,0,341514.5388,905541.733,69.79961242,70.18561315,39586594.46,69.9294753,20128.6408
173,221.4117926,75613880.91,0,2035626.608,25,0,341507.9207,905508.2176,69.79846713,70.18473788,39584213,69.92856852,20128.97595
174,221.4090314,75611472.9,0,2035559.41,25,0,341501.3038,905474.7054,69.79732196,70.18386262,39581831.74,69.92765893,20129.31107
175,221.4062702,75609065.19,0,2035492.008,25,0,341494.6881,905441.1965,69.79617692,70.18298736,39579450.67,69.92674655,20129.64616
176,221.403509,75606657.77,0,2035424.405,25,0,341488.0735,905407.6907,69.79503198,70.1821121,39577069.78,69.92583143,20129.98122
177,221.4007478,75604250.65,0,2035356.602,25,0,341481.4601,905374.188,69.79388717,70.18123683,39574689.08,69.9249136,20130.31625
178,221.3979866,75601843.81,0,2035288.603,25,0,341474.8479,905340.6885,69.79274246,70.18036157,39572308.57,69.92399308,20130.65124
179,221.3952255,75599437.26,0,2035220.409,25,0,341468.2368,905307.1921,69.79159787,70.17948631,39569928.25,69.92306992,20130.98621
180,221.3924643,75597031,0,2035152.023,25,0,341461.6267,905273.6987,69.7904534,70.17861104,39567548.1,69.92214414,20131.32114
181,221.3897031,75594625.01,0,2035083.447,25,0,341455.0178,905240.2084,69.78930903,70.17773578,39565168.14,69.92121578,20131.65604
182,221.3869419,75592219.31,0,2035014.684,25,0,341448.41,905206.7212,69.78816477,70.17686052,39562788.37,69.92028486,20131.99092
183,221.3841807,75589813.88,0,2034945.736,25,0,341441.8033,905173.2369,69.78702062,70.17598526,39560408.77,69.91935141,20132.32576
184,221.3814195,75587408.73,0,2034876.604,25,0,341435.1977,905139.7556,69.78587658,70.17510999,39558029.35,69.91841548,20132.66057
185,221.3786583,75585003.86,0,2034807.293,25,0,341428.5931,905106.2772,69.78473264,70.17423473,39555650.11,69.91747708,20132.99536
186,221.3758971,75582599.25,0,2034737.802,25,0,341421.9896,905072.8018,69.7835888,70.17335947,39553271.05,69.91653624,20133.33011
187,221.3731359,75580194.91,0,2034668.136,25,0,341415.3872,905039.3292,69.78244507,70.1724842,39550892.17,69.915593,20133.66484
188,221.3703747,75577790.84,0,2034598.295,25,0,341408.7858,905005.8596,69.78130144,70.17160894,39548513.46,69.91464739,20133.99953
189,221.3676135,75575387.03,0,2034528.282,25,0,341402.1854,904972.3928,69.7801579,70.17073368,39546134.93,69.91369943,20134.3342
190,221.3648523,75572983.49,0,2034458.099,25,0,341395.586,904938.9288,69.77901447,70.16985841,39543756.57,69.91274915,20134.66884
191,221.3620911,75570580.21,0,2034387.749,25,0,341388.9877,904905.4677,69.77787114,70.16898315,39541378.39,69.91179658,20135.00345
192,221.35933,75568177.18,0,2034317.232,25,0,341382.3903,904872.0093,69.7767279,70.16810789,39539000.38,69.91084174,20135.33804
193,221.3565688,75565774.41,0,2034246.552,25,0,341375.794,904838.5537,69.77558476,70.16723263,39536622.54,69.90988467,20135.67259
194,221.3538076,75563371.89,0,2034175.711,25,0,341369.1986,904805.1009,69.77444171,70.16635736,39534244.87,69.9089254,20136.00712
195,221.3510464,75560969.63,0,2034104.709,25,0,341362.6042,904771.6507,69.77329875,70.1654821,39531867.37,69.90796394,20136.34162
196,221.3482852,75558567.62,0,2034033.55,25,0,341356.0107,904738.2033,69.77215589,70.16460684,39529490.04,69.90700032,20136.6761
197,221.345524,75556165.85,0,2033962.235,25,0,341349.4183,904704.7586,69.77101312,70.16373157,39527112.88,69.90603458,20137.01054
198,221.3427628,75553764.33,0,2033890.765,25,0,341342.8267,904671.3165,69.76987044,70.16285631,39524735.88,69.90506674,20137.34496
199,221.3400016,75551363.06,0,2033819.144,25,0,341336.2361,904637.8771,69.76872784,70.16198105,39522359.06,69.90409681,20137.67936
200,221.3372404,75548962.03,0,2033747.373,25,0,341329.6465,904604.4402,69.76758534,70.16110579,39519982.39,69.90312484,20138.01373
201,221.3344792,75546561.23,0,2033675.454,25,0,341323.0577,904571.006,69.76644292,70.16023052,39517605.89,69.90215084,20138.34807
202,221.331718,75544160.68,0,2033603.387,25,0,341316.4699,904537.5744,69.76530059,70.15935526,39515229.56,69.90117483,20138.68238
203,221.3289568,75541760.37,0,2033531.177,25,0,341309.883,904504.1453,69.76415834,70.15848,39512853.39,69.90019685,20139.01668
204,221.3261957,75539360.29,0,2033458.823,25,0,341303.297,904470.7188,69.76301617,70.15760473,39510477.38,69.89921691,20139.35094
