time [s],m [kg],Uint energy [J],m_dot vent [kg/s],U int energy solids [J],Q_amb [W],Q_iHEX [W],u_int h2 [J/kg],h H2 [J/kg],T H2 [K],rho H2 [kg/m3],P H2 [Pa],T solids [K],Q oHEX [W]
6253,64.39371024,23522294.59,0,452077.6907,25,6820.131609,365288.6975,463270.3161,39.35647127,20.41199171,2000000,39.21902024,24551.35497
6254,64.37032717,23518208.55,0,452175.6409,25,6821.449181,365357.9156,463375.1277,39.35998993,20.40457957,2000000,39.22227362,24550.30685
6255,64.3469441,23514121.24,0,452273.7181,25,6822.768582,365427.1642,463479.9957,39.36351284,20.39716743,2000000,39.22553077,24549.25817
6256,64.32356104,23510032.64,0,452371.9227,25,6824.089793,365496.4422,463584.9181,39.36703986,20.3897553,2000000,39.22879169,24548.20895
6257,64.30017797,23505942.76,0,452470.2547,25,6825.412812,365565.7496,463689.8949,39.37057096,20.38234316,2000000,39.23205639,24547.15918
6258,64.27679491,23501851.6,0,452568.7145,25,6826.737666,365635.0875,463794.9279,39.37410633,20.37493103,2000000,39.23532487,24546.10885
6259,64.25341184,23497759.22,0,452667.3023,25,6828.064387,365704.4575,463900.0198,39.37764617,20.36751889,2000000,39.23859714,24545.05793
6260,64.23002878,23493665.61,0,452766.0181,25,6829.392991,365773.8603,464005.1717,39.38119059,20.36010675,2000000,39.2418732,24544.00641
6261,64.20664571,23489570.77,0,452864.8624,25,6830.723462,365843.295,464110.3821,39.38473947,20.35269462,2000000,39.24515306,24542.95431
6262,64.18326264,23485474.65,0,452963.8352,25,6832.055767,365912.7598,464215.6483,39.38829256,20.34528248,2000000,39.24843672,24541.90165
6263,64.15987958,23481377.23,0,453062.9369,25,6833.389879,365982.2535,464320.968,39.39184969,20.33787035,2000000,39.2517242,24540.84845
6264,64.13649651,23477278.52,0,453162.1676,25,6834.725812,366051.7765,464426.3419,39.3954109,20.33045821,2000000,39.25501549,24539.79471
6265,64.11311345,23473178.55,0,453261.5275,25,6836.063605,366121.3309,464531.7736,39.3989765,20.32304607,2000000,39.2583106,24538.74039
6266,64.08973038,23469077.37,0,453361.0169,25,6837.403305,366190.9187,464637.2662,39.40254677,20.31563394,2000000,39.26160954,24537.68547
6267,64.06634731,23464974.99,0,453460.6359,25,6838.744918,366260.5401,464742.8205,39.40612176,20.3082218,2000000,39.26491231,24536.62992
6268,64.04296425,23460871.37,0,453560.3849,25,6840.088411,366330.1935,464848.4333,39.40970122,20.30080966,2000000,39.26821891,24535.5738
6269,64.01958118,23456766.45,0,453660.264,25,6841.433729,366399.8761,464954.1004,39.41328477,20.29339753,2000000,39.27152936,24534.51712
6270,63.99619812,23452660.2,0,453760.2734,25,6842.78085,366469.5868,465059.8197,39.41687225,20.28598539,2000000,39.27484366,24533.45993
6271,63.97281505,23448552.67,0,453860.4133,25,6844.129803,366539.327,465165.5936,39.42046385,20.27857326,2000000,39.27816182,24532.40219
6272,63.94943198,23444443.91,0,453960.6841,25,6845.480659,366609.1,465271.4274,39.42406003,20.27116112,2000000,39.28148384,24531.34385
6273,63.92604892,23440333.96,0,454061.0859,25,6846.833467,366678.908,465377.3252,39.42766115,20.26374898,2000000,39.28480972,24530.28488
6274,63.90266585,23436222.83,0,454161.6189,25,6848.188224,366748.7506,465483.2861,39.43126712,20.25633685,2000000,39.28813947,24529.22527
6275,63.87928279,23432110.44,0,454262.2833,25,6849.544856,366818.6246,465589.3047,39.43487749,20.24892471,2000000,39.2914731,24528.16508
6276,63.85589972,23427996.72,0,454363.0793,25,6850.903297,366888.5264,465695.375,39.43849174,20.24151258,2000000,39.29481062,24527.10438
6277,63.83251666,23423881.66,0,454464.0073,25,6852.263524,366958.4552,465801.496,39.44210979,20.23410044,2000000,39.29815202,24526.04317
6278,63.80913359,23419765.31,0,454565.0674,25,6853.625612,367028.4142,465907.6726,39.44573206,20.2266883,2000000,39.30149732,24524.9814
6279,63.78575052,23415647.77,0,454666.2599,25,6854.989654,367098.408,466013.9127,39.44935922,20.21927617,2000000,39.30484652,24523.919
6280,63.76236746,23411529.1,0,454767.5849,25,6856.355718,367168.4392,466120.2205,39.45299165,20.21186403,2000000,39.30819962,24522.85592
6281,63.73898439,23407409.25,0,454869.0426,25,6857.723747,367238.5056,466226.5926,39.45662904,20.20445189,2000000,39.31155664,24521.7922
6282,63.71560133,23403288.1,0,454970.6334,25,6859.093643,367308.602,466333.02,39.46027062,20.19703976,2000000,39.31491757,24520.72793
6283,63.69221826,23399165.58,0,455072.3574,25,6860.465296,367378.7238,466439.4953,39.46391577,20.18962762,2000000,39.31828243,24519.66318
6284,63.66883519,23395041.68,0,455174.2149,25,6861.838733,367448.8716,466546.0194,39.46756456,20.18221549,2000000,39.32165121,24518.59793
6285,63.64545213,23390916.53,0,455276.2061,25,6863.214059,367519.0511,466652.6016,39.47121779,20.17480335,2000000,39.32502393,24517.53211
6286,63.62206906,23386790.25,0,455378.3312,25,6864.59144,367589.2686,466759.2529,39.4748764,20.16739121,2000000,39.32840059,24516.4656
6287,63.598686,23382662.89,0,455480.5904,25,6865.970898,367659.5263,466865.9765,39.47854068,20.15997908,2000000,39.3317812,24515.39836
6288,63.57530293,23378534.35,0,455582.984,25,6867.352357,367729.8193,466972.7645,39.48220993,20.15256694,2000000,39.33516576,24514.33048
6289,63.55191986,23374404.46,0,455685.5122,25,6868.735608,367800.1394,467079.6031,39.48588298,20.14515481,2000000,39.33855428,24513.2621
6290,63.5285368,23370273.11,0,455788.1752,25,6870.120577,367870.4817,467186.4841,39.48955913,20.13774267,2000000,39.34194676,24512.19329
6291,63.50515373,23366140.37,0,455890.9732,25,6871.50729,367940.849,467293.4124,39.49323881,20.13033053,2000000,39.34534321,24511.124
6292,63.48177067,23362006.43,0,455993.9066,25,6872.896,368011.2509,467400.4037,39.49692334,20.1229184,2000000,39.34874363,24510.05409
6293,63.4583876,23357871.46,0,456096.9755,25,6874.286849,368081.6957,467507.4722,39.50061396,20.11550626,2000000,39.35214804,24508.98341
6294,63.43500454,23353735.47,0,456200.1801,25,6875.679903,368152.1839,467614.6184,39.50431071,20.10809412,2000000,39.35555643,24507.91194
6295,63.41162147,23349598.27,0,456303.5207,25,6877.074898,368222.7062,467721.8269,39.50801227,20.10068199,2000000,39.35896882,24506.83986
6296,63.3882384,23345459.62,0,456406.9974,25,6878.471639,368293.2508,467829.0781,39.51171696,20.09326985,2000000,39.3623852,24505.76735
6297,63.36485534,23341319.42,0,456510.6106,25,6879.869943,368363.8129,467936.3641,39.51542409,20.08585772,2000000,39.36580559,24504.69449
6298,63.34147227,23337177.81,0,456614.3605,25,6881.270063,368434.4001,468043.6972,39.51913474,20.07844558,2000000,39.36922999,24503.62116
6299,63.31808921,23333035.11,0,456718.2473,25,6882.672233,368505.0269,468151.1019,39.522851,20.07103344,2000000,39.37265841,24502.54711
6300,63.29470614,23328891.52,0,456822.2713,25,6884.076802,368575.7037,468258.5955,39.52657435,20.06362131,2000000,39.37609084,24501.47217
6301,63.27132307,23324746.97,0,456926.4325,25,6885.483569,368646.4271,468366.1723,39.53030431,20.05620917,2000000,39.37952731,24500.39641
6302,63.24794001,23320601.14,0,457030.7314,25,6886.892323,368717.1812,468473.8059,39.53403861,20.04879704,2000000,39.38296781,24499.32007
6303,63.22455694,23316453.69,0,457135.168,25,6888.302529,368787.9499,468581.4691,39.53777493,20.0413849,2000000,39.38641235,24498.24344
6304,63.20117388,23312304.57,0,457239.7427,25,6889.714309,368858.7303,468689.1573,39.54151286,20.03397276,2000000,39.38986093,24497.16656
6305,63.17779081,23308154.08,0,457344.4558,25,6891.127789,368929.5372,468796.8952,39.54525454,20.02656063,2000000,39.39331357,24496.08918
6306,63.15440775,23304002.66,0,457449.3075,25,6892.543714,369000.3925,468904.7195,39.54900309,20.01914849,2000000,39.39677026,24495.01093
6307,63.13102468,23299850.55,0,457554.2979,25,6893.962075,369071.3075,469012.6488,39.55276013,20.01173636,2000000,39.40023103,24493.93164
6308,63.10764161,23295697.53,0,457659.4273,25,6895.382948,369142.2719,469120.6659,39.55652418,20.00432422,2000000,39.40369585,24492.85147
6309,63.08425855,23291543.08,0,457764.6958,25,6896.805391,369213.2598,469228.7279,39.56029156,19.99691208,2000000,39.40716476,24491.77085
6310,63.06087548,23287386.77,0,457870.1039,25,6898.22931,369284.2503,469336.7995,39.56405925,19.98949995,2000000,39.41063773,24490.69013
6311,63.03749242,23283228.64,0,457975.6516,25,6899.654304,369355.2456,469444.8846,39.56782756,19.98208781,2000000,39.41411482,24489.60928
6312,63.01410935,23279069.23,0,458081.3395,25,6901.081503,369426.2722,469553.0273,39.5716003,19.97467567,2000000,39.41759596,24488.52786
6313,62.99072628,23274909.18,0,458187.1675,25,6902.511058,369497.3614,469661.2802,39.57538197,19.96726354,2000000,39.42108125,24487.44533
6314,62.96734322,23270748.7,0,458293.136,25,6903.943875,369568.5233,469769.6599,39.57917401,19.9598514,2000000,39.4245706,24486.36153
6315,62.94396015,23266587.33,0,458399.245,25,6905.378678,369639.7355,469878.1289,39.58297319,19.95243927,2000000,39.42806411,24485.27684
6316,62.92057709,23262424.25,0,458505.4949,25,6906.815392,369710.9579,469986.6206,39.58677381,19.94502713,2000000,39.43156167,24484.19192
6317,62.89719402,23258258.94,0,458611.8859,25,6908.252428,369782.1652,470095.0923,39.59057219,19.93761499,2000000,39.43506343,24483.10721
6318,62.87381095,23254091.66,0,458718.4185,25,6909.691198,369853.3697,470203.5649,39.59437013,19.93020286,2000000,39.43856924,24482.02248
6319,62.85042789,23249923.31,0,458825.0927,25,6911.131475,369924.6162,470312.113,39.59817403,19.92279072,2000000,39.44207927,24480.937
6320,62.82704482,23245754.78,0,458931.9089,25,6912.575755,369995.9477,470420.8085,39.60199007,19.91537859,2000000,39.44559335,24479.85004
6321,62.80366176,23241586.15,0,459038.867,25,6914.022479,370067.3687,470529.6591,39.60581892,19.90796645,2000000,39.44911169,24478.76154
6322,62.78027869,23237416.55,0,459145.9676,25,6915.472558,370138.8366,470638.5935,39.60965445,19.90055431,2000000,39.45263405,24477.67219
6323,62.75689563,23233244.78,0,459253.2104,25,6916.92237,370210.2919,470747.5122,39.61348811,19.89314218,2000000,39.45616072,24476.58301
6324,62.73351256,23229070.27,0,459360.5964,25,6918.37375,370281.7065,470856.3683,39.61731589,19.88573004,2000000,39.45969138,24475.49445
6325,62.71012949,23224893.64,0,459468.1252,25,6919.824561,370353.1118,470965.2143,39.62114228,19.8783179,2000000,39.46322641,24474.40599
6326,62.68674643,23220716.36,0,459575.7979,25,6921.279839,370424.5796,471074.1702,39.62497759,19.87090577,2000000,39.4667654,24473.31643
6327,62.66336336,23216539.58,0,459683.6138,25,6922.737165,370496.1665,471183.3306,39.62882996,19.86349363,2000000,39.47030884,24472.22482
6328,62.6399803,23212363.12,0,459791.5739,25,6924.2007,370567.8638,471292.6808,39.63269815,19.8560815,2000000,39.47385616,24471.13132
6329,62.61659723,23208185.46,0,459899.6773,25,6925.663634,370639.5965,471402.0959,39.63657139,19.84866936,2000000,39.47740802,24470.03717
6330,62.59321416,23204004.85,0,460007.9256,25,6927.129619,370711.2786,471511.4316,39.6404373,19.84125722,2000000,39.48096368,24468.94381
6331,62.5698311,23199820.77,0,460116.3178,25,6928.591397,370782.8843,471620.6451,39.64429219,19.83384509,2000000,39.48452401,24467.85168
6332,62.54644803,23195634.51,0,460224.8558,25,6930.058142,370854.4778,471729.8439,39.64814529,19.82643295,2000000,39.48808804,24466.75969
6333,62.52306497,23191448.36,0,460333.538,25,6931.523823,370926.171,471839.2145,39.65201265,19.81902082,2000000,39.49165689,24465.66598
6334,62.4996819,23187263.73,0,460442.3666,25,6933.000285,370998.0343,471948.8749,39.65590444,19.81160868,2000000,39.49522928,24464.56938
6335,62.47629883,23183079.91,0,460551.3393,25,6934.475039,371070.0323,472058.7659,39.65981554,19.80419654,2000000,39.4988067,24463.47047
6336,62.45291577,23178894.35,0,460660.4592,25,6935.958428,371142.0394,472168.6776,39.66372793,19.79678441,2000000,39.50238742,24462.37135
6337,62.4295327,23174704.6,0,460769.7233,25,6937.43196,371213.9349,472278.4082,39.66762422,19.78937227,2000000,39.50597346,24461.27405
6338,62.40614964,23170510.39,0,460879.1358,25,6938.913168,371285.7051,472387.9349,39.67150245,19.78196013,2000000,39.50956252,24460.17878
6339,62.38276657,23166314.14,0,460988.6928,25,6940.384333,371357.4697,472497.4575,39.67537982,19.774548,2000000,39.51315728,24459.08355
6340,62.35938351,23162119.27,0,461098.3993,25,6941.873555,371429.3975,472607.2584,39.67928063,19.76713586,2000000,39.51675464,24457.98554
6341,62.33600044,23157927.24,0,461208.2912,25,6943.359801,371501.5605,472717.4579,39.68321524,19.75972373,2000000,39.52035878,24456.88355
6342,62.31261737,23153733.68,0,461318.3294,25,6944.842717,371573.7425,472827.6947,39.68715254,19.75231159,2000000,39.52396785,24455.78118
6343,62.28923431,23149537.82,0,461428.5162,25,6946.335991,371645.9068,472937.9074,39.69108728,19.74489945,2000000,39.52757993,24454.67905
6344,62.26585124,23145339.64,0,461538.8485,25,6947.825525,371718.0517,473048.0931,39.69501918,19.73748732,2000000,39.53119683,24453.5772
6345,62.24246818,23141139.54,0,461649.3289,25,6949.319638,371790.197,473158.285,39.6989511,19.73007518,2000000,39.53481757,24452.47528
6346,62.21908511,23136938.03,0,461759.9562,25,6950.813603,371862.3682,473268.5255,39.70288671,19.72266305,2000000,39.53844285,24451.37287
6347,62.19570204,23132735.5,0,461870.7318,25,6952.311242,371934.5842,473378.8463,39.70682872,19.71525091,2000000,39.54207223,24450.26967
6348,62.17231898,23128532.1,0,461981.6552,25,6953.810568,372006.8523,473489.2598,39.71077821,19.70783877,2000000,39.54570602,24449.16553
6349,62.14893591,23124327.77,0,462092.7271,25,6955.312921,372079.1702,473599.7622,39.71473485,19.70042664,2000000,39.54934403,24448.06051
6350,62.12555285,23120122.38,0,462203.9476,25,6956.817215,372151.5307,473710.3411,39.71869758,19.6930145,2000000,39.5529864,24446.95472
6351,62.10216978,23115915.76,0,462315.317,25,6958.323841,372223.9262,473820.984,39.72266532,19.68560237,2000000,39.55663304,24445.84829
6352,62.07878672,23111707.82,0,462426.8355,25,6959.832306,372296.352,473931.683,39.72663739,19.67819023,2000000,39.56028403,24444.7413
6353,62.05540365,23107498.54,0,462538.5035,25,6961.342822,372368.807,474042.4363,39.73061364,19.67077809,2000000,39.56393932,24443.63377
6354,62.03202058,23103287.95,0,462650.3212,25,6962.855274,372441.2926,474153.2464,39.73459428,19.66336596,2000000,39.56759896,24442.52566
6355,62.00863752,23099076.09,0,462762.289,25,6964.369829,372513.8115,474264.1175,39.73857967,19.65595382,2000000,39.57126293,24441.41695
6356,61.98525445,23094863.02,0,462874.407,25,6965.886478,372586.3659,474375.0534,39.74257015,19.64854168,2000000,39.57493124,24440.30759
6357,61.96187139,23090648.76,0,462986.6755,25,6967.405296,372658.9568,474486.0559,39.74656587,19.64112955,2000000,39.57860391,24439.19757
6358,61.93848832,23086433.3,0,463099.0948,25,6968.926258,372731.5845,474597.1253,39.75056685,19.63371741,2000000,39.58228094,24438.08688
6359,61.91510525,23082216.64,0,463211.6653,25,6970.44937,372804.2482,474708.2605,39.75457301,19.62630528,2000000,39.58596234,24436.97552
6360,61.89172219,23077998.75,0,463324.387,25,6971.9746,372876.9472,474819.4603,39.75858423,19.61889314,2000000,39.58964811,24435.86353
6361,61.86833912,23073779.63,0,463437.2605,25,6973.501945,372949.6811,474930.7237,39.76260045,19.611481,2000000,39.59333825,24434.75089
6362,61.84495606,23069559.28,0,463550.2858,25,6975.031395,373022.4496,475042.0506,39.76662164,19.60406887,2000000,39.59703279,24433.63762
6363,61.82157299,23065337.69,0,463663.4633,25,6976.562959,373095.2528,475153.441,39.77064781,19.59665673,2000000,39.60073172,24432.52372
6364,61.79818992,23061114.87,0,463776.7933,25,6978.096643,373168.091,475264.8955,39.77467901,19.5892446,2000000,39.60443505,24431.40917
6365,61.77480686,23056890.82,0,463890.2759,25,6979.632456,373240.9646,475376.4145,39.77871528,19.58183246,2000000,39.60814279,24430.29398
6366,61.75142379,23052665.56,0,464003.9116,25,6981.170405,373313.8736,475487.9984,39.78275665,19.57442032,2000000,39.61185494,24429.17814
6367,61.72804073,23048439.07,0,464117.7006,25,6982.710494,373386.8183,475599.6473,39.78680313,19.56700819,2000000,39.61557151,24428.06166
6368,61.70465766,23044211.36,0,464231.6431,25,6984.252724,373459.7985,475711.3611,39.79085473,19.55959605,2000000,39.61929251,24426.94452
6369,61.6812746,23039982.43,0,464345.7395,25,6985.797095,373532.8143,475823.14,39.79491143,19.55218391,2000000,39.62301795,24425.82673
6370,61.65789153,23035752.28,0,464459.9899,25,6987.343608,373605.8656,475934.9837,39.79897325,19.54477178,2000000,39.62674783,24424.70829
6371,61.63450846,23031520.9,0,464574.3948,25,6988.892266,373678.9524,476046.8924,39.80304017,19.53735964,2000000,39.63048215,24423.5892
6372,61.6111254,23027288.3,0,464688.9543,25,6990.443069,373752.0748,476158.8662,39.80711221,19.52994751,2000000,39.63422093,24422.46947
6373,61.58774233,23023054.47,0,464803.6687,25,6991.996023,373825.2329,476270.905,39.81118939,19.52253537,2000000,39.63796418,24421.34908
6374,61.56435927,23018819.43,0,464918.5383,25,6993.551129,373898.4267,476383.0091,39.8152717,19.51512323,2000000,39.64171189,24420.22804
6375,61.5409762,23014583.16,0,465033.5634,25,6995.108392,373971.6562,476495.1785,39.81935916,19.5077111,2000000,39.64546408,24419.10634
6376,61.51759313,23010345.67,0,465148.7443,25,6996.667813,374044.9217,476607.4134,39.82345179,19.50029896,2000000,39.64922076,24417.98399
6377,61.49421007,23006106.97,0,465264.0812,25,6998.229396,374118.223,476719.7139,39.82754958,19.49288683,2000000,39.65298192,24416.86099
6378,61.470827,23001867.04,0,465379.5745,25,6999.793143,374191.5602,476832.0799,39.83165255,19.48547469,2000000,39.65674758,24415.73733
6379,61.44744394,22997625.89,0,465495.2243,25,7001.359057,374264.9334,476944.5116,39.8357607,19.47806255,2000000,39.66051774,24414.61301
6380,61.42406087,22993383.52,0,465611.031,25,7002.927139,374338.3425,477057.0091,39.83987403,19.47065042,2000000,39.66429242,24413.48804
6381,61.4006778,22989139.94,0,465726.9949,25,7004.497394,374411.7878,477169.5723,39.84399257,19.46323828,2000000,39.66807161,24412.36241
6382,61.37729474,22984895.13,0,465843.1162,25,7006.069823,374485.2691,477282.2015,39.84811631,19.45582614,2000000,39.67185533,24411.23611
6383,61.35391167,22980649.11,0,465959.3952,25,7007.64443,374558.7866,477394.8966,39.85224526,19.44841401,2000000,39.67564357,24410.10916
6384,61.33052861,22976401.86,0,466075.8322,25,7009.221216,374632.3403,477507.6578,39.85637944,19.44100187,2000000,39.67943636,24408.98155
6385,61.30714554,22972153.4,0,466192.4275,25,7010.800186,374705.9302,477620.4852,39.86051885,19.43358974,2000000,39.68323369,24407.85328
6386,61.28376248,22967903.73,0,466309.1813,25,7012.381341,374779.5564,477733.3788,39.86466349,19.4261776,2000000,39.68703557,24406.72434
6387,61.26037941,22963652.83,0,466426.094,25,7013.964685,374853.219,477846.3387,39.86881338,19.41876546,2000000,39.69084202,24405.59474
6388,61.23699634,22959400.72,0,466543.1658,25,7015.55022,374926.9179,477959.3651,39.87296853,19.41135333,2000000,39.69465302,24404.46448
6389,61.21361328,22955147.39,0,466660.3969,25,7017.137949,375000.6533,478072.4579,39.87712893,19.40394119,2000000,39.69846861,24403.33355
6390,61.19023021,22950892.85,0,466777.7878,25,7018.727875,375074.4252,478185.6172,39.88129461,19.39652906,2000000,39.70228877,24402.20196
6391,61.16684715,22946637.09,0,466895.3386,25,7020.320001,375148.2336,478298.8432,39.88546557,19.38911692,2000000,39.70611351,24401.0697
6392,61.14346408,22942380.11,0,467013.0497,25,7021.914328,375222.0785,478412.136,39.88964181,19.38170478,2000000,39.70994285,24399.93677
6393,61.12008101,22938121.92,0,467130.9213,25,7023.510862,375295.9601,478525.4955,39.89382335,19.37429265,2000000,39.7137768,24398.80317
6394,61.09669795,22933862.52,0,467248.9537,25,7025.109603,375369.8784,478638.9219,39.89801019,19.36688051,2000000,39.71761534,24397.66891
6395,61.07331488,22929601.9,0,467367.1472,25,7026.710555,375443.8334,478752.4153,39.90220234,19.35946838,2000000,39.72145851,24396.53398
6396,61.04993182,22925340.07,0,467485.5021,25,7028.31372,375517.8251,478865.9758,39.90639981,19.35205624,2000000,39.72530629,24395.39837
6397,61.02654875,22921077.02,0,467604.0186,25,7029.919103,375591.8537,478979.6034,39.91060261,19.3446441,2000000,39.72915871,24394.26209
6398,61.00316569,22916812.76,0,467722.6971,25,7031.526704,375665.9191,479093.2982,39.91481075,19.33723197,2000000,39.73301576,24393.12515
6399,60.97978262,22912547.29,0,467841.5378,25,7033.136528,375740.0215,479207.0603,39.91902423,19.32981983,2000000,39.73687745,24391.98753
6400,60.95639955,22908280.61,0,467960.5411,25,7034.748578,375814.1608,479320.8898,39.92324306,19.32240769,2000000,39.74074379,24390.84923
6401,60.93301649,22904012.71,0,468079.7071,25,7036.362855,375888.3371,479434.7868,39.92746725,19.31499556,2000000,39.74461478,24389.71026
6402,60.90963342,22899743.6,0,468199.0363,25,7037.979363,375962.5505,479548.7514,39.93169681,19.30758342,2000000,39.74849044,24388.57061
6403,60.88625036,22895473.29,0,468318.5288,25,7039.598105,376036.801,479662.7836,39.93593175,19.30017129,2000000,39.75237078,24387.43029
6404,60.86286729,22891201.76,0,468438.185,25,7041.219084,376111.0886,479776.8835,39.94017207,19.29275915,2000000,39.75625578,24386.28929
6405,60.83948422,22886929.01,0,468558.0051,25,7042.842303,376185.4135,479891.0512,39.94441779,19.28534701,2000000,39.76014548,24385.14762
6406,60.81610116,22882655.06,0,468677.9895,25,7044.467764,376259.7756,480005.2868,39.94866891,19.27793488,2000000,39.76403986,24384.00526
6407,60.79271809,22878379.9,0,468798.1385,25,7046.09547,376334.175,480119.5904,39.95292544,19.27052274,2000000,39.76793894,24382.86222
6408,60.76933503,22874103.53,0,468918.4522,25,7047.725425,376408.6118,480233.962,39.95718739,19.26311061,2000000,39.77184273,24381.71851
6409,60.74595196,22869825.95,0,469038.9311,25,7049.357632,376483.0859,480348.4018,39.96145477,19.25569847,2000000,39.77575123,24380.57411
6410,60.72256889,22865547.17,0,469159.5754,25,7050.992092,376557.5975,480462.9098,39.96572758,19.24828633,2000000,39.77966445,24379.42903
6411,60.69918583,22861267.17,0,469280.3853,25,7052.62881,376632.1467,480577.4862,39.97000584,19.2408742,2000000,39.7835824,24378.28327
6412,60.67580276,22856985.97,0,469401.3613,25,7054.267789,376706.7333,480692.1309,39.97428954,19.23346206,2000000,39.78750508,24377.13682
6413,60.6524197,22852703.55,0,469522.5035,25,7055.90903,376781.3576,480806.8442,39.97857871,19.22604992,2000000,39.7914325,24375.98969
6414,60.62903663,22848419.93,0,469643.8123,25,7057.552538,376856.0195,480921.626,39.98287335,19.21863779,2000000,39.79536467,24374.84187
6415,60.60565357,22844135.11,0,469765.288,25,7059.198315,376930.7191,481036.4764,39.98717347,19.21122565,2000000,39.79930159,24373.69336
6416,60.5822705,22839849.08,0,469886.9308,25,7060.846364,377005.4565,481151.3956,39.99147907,19.20381352,2000000,39.80324328,24372.54417
6417,60.55888743,22835561.84,0,470008.7411,25,7062.496688,377080.2316,481266.3836,39.99579017,19.19640138,2000000,39.80718974,24371.39429
6418,60.53550437,22831273.39,0,470130.7191,25,7064.14929,377155.0446,481381.4406,40.00010677,19.18898924,2000000,39.81114097,24370.24372
6419,60.5121213,22826983.74,0,470252.8652,25,7065.804174,377229.8955,481496.5665,40.00442888,19.18157711,2000000,39.81509698,24369.09246
6420,60.48873824,22822692.89,0,470375.1796,25,7067.461342,377304.7844,481611.7615,40.00875652,19.17416497,2000000,39.81905779,24367.94051
6421,60.46535517,22818400.83,0,470497.6626,25,7069.120797,377379.7112,481727.0257,40.01308968,19.16675284,2000000,39.82302339,24366.78787
6422,60.4419721,22814107.56,0,470620.3145,25,7070.782542,377454.6761,481842.3592,40.01742838,19.1593407,2000000,39.8269938,24365.63454
6423,60.41858904,22809813.1,0,470743.1357,25,7072.446581,377529.6791,481957.762,40.02177262,19.15192856,2000000,39.83096902,24364.48051
6424,60.39520597,22805517.42,0,470866.1264,25,7074.112916,377604.7203,482073.2342,40.02612242,19.14451643,2000000,39.83494906,24363.32579
6425,60.37182291,22801220.55,0,470989.2869,25,7075.78155,377679.7996,482188.776,40.03047778,19.13710429,2000000,39.83893393,24362.17037
6426,60.34843984,22796922.47,0,471112.6175,25,7077.452487,377754.9173,482304.3874,40.03483872,19.12969215,2000000,39.84292363,24361.01425
6427,60.32505677,22792623.19,0,471236.1185,25,7079.12573,377830.0732,482420.0684,40.03920523,19.12228002,2000000,39.84691817,24359.85744
6428,60.30167371,22788322.71,0,471359.7903,25,7080.801281,377905.2674,482535.8193,40.04357734,19.11486788,2000000,39.85091756,24358.69994
6429,60.27829064,22784021.03,0,471483.633,25,7082.479143,377980.5001,482651.64,40.04795504,19.10745575,2000000,39.8549218,24357.54173
6430,60.25490758,22779718.14,0,471607.6471,25,7084.159321,378055.7712,482767.5306,40.05233835,19.10004361,2000000,39.85893091,24356.38282
6431,60.23152451,22775414.06,0,471731.8328,25,7085.841816,378131.0808,482883.4913,40.05672727,19.09263147,2000000,39.86294488,24355.22322
6432,60.20814145,22771108.77,0,471856.1904,25,7087.526633,378206.429,482999.5222,40.06112181,19.08521934,2000000,39.86696373,24354.06291
6433,60.18475838,22766802.29,0,471980.7202,25,7089.213773,378281.8158,483115.6232,40.06552199,19.0778072,2000000,39.87098747,24352.9019
6434,60.16137531,22762494.6,0,472105.4225,25,7090.903241,378357.2412,483231.7946,40.06992781,19.07039507,2000000,39.8750161,24351.74018
6435,60.13799225,22758185.71,0,472230.2976,25,7092.595039,378432.7054,483348.0364,40.07433928,19.06298293,2000000,39.87904962,24350.57776
6436,60.11460918,22753875.63,0,472355.3459,25,7094.289171,378508.2083,483464.3486,40.07875641,19.05557079,2000000,39.88308805,24349.41464
6437,60.09122612,22749564.35,0,472480.5676,25,7095.985639,378583.75,483580.7314,40.0831792,19.04815866,2000000,39.8871314,24348.25081
6438,60.06784305,22745251.87,0,472605.963,25,7097.684447,378659.3306,483697.1849,40.08760768,19.04074652,2000000,39.89117966,24347.08628
6439,60.04445998,22740938.19,0,472731.5325,25,7099.385597,378734.9501,483813.7092,40.09204183,19.03333439,2000000,39.89523286,24345.92104
6440,60.02107692,22736623.31,0,472857.2763,25,7101.089094,378810.6086,483930.3042,40.09648168,19.02592225,2000000,39.89929098,24344.75509
6441,59.99769385,22732307.24,0,472983.1948,25,7102.79494,378886.3061,484046.9702,40.10092723,19.01851011,2000000,39.90335405,24343.58843
6442,59.97431079,22727989.97,0,473109.2882,25,7104.503138,378962.0427,484163.7073,40.1053785,19.01109798,2000000,39.90742207,24342.42106
6443,59.95092772,22723671.5,0,473235.5568,25,7106.213692,379037.8184,484280.5154,40.10983548,19.00368584,2000000,39.91149505,24341.25297
6444,59.92754466,22719351.84,0,473362.0011,25,7107.926605,379113.6332,484397.3947,40.11429819,18.9962737,2000000,39.91557299,24340.08418
6445,59.90416159,22715030.98,0,473488.6212,25,7109.641879,379189.4874,484514.3453,40.11876665,18.98886157,2000000,39.9196559,24338.91467
6446,59.88077852,22710708.93,0,473615.4175,25,7111.359518,379265.3807,484631.3673,40.12324084,18.98144943,2000000,39.92374379,24337.74445
6447,59.85739546,22706385.68,0,473742.3903,25,7113.079526,379341.3135,484748.4608,40.1277208,18.9740373,2000000,39.92783667,24336.57352
6448,59.83401239,22702061.24,0,473869.5399,25,7114.801905,379417.2856,484865.6258,40.13220651,18.96662516,2000000,39.93193454,24335.40187
