0.0,0.0,0.5,1.0,1.5,2.0,2.5,3.0,3.5,4.0,4.5,5.0,5.5,6.0,6.5,7.0,7.5,8.0,8.5,9.0,9.5,10.0
0.25,0.675219446320054,0.7221259387637203,0.7348888480617306,0.7408405172413793,0.7442849548112707,0.746530827331811,0.7481110196753198,0.7492832942402918,0.7501875468867216,0.7509062661833248,0.7514912404302286,0.7519766242695084,0.7523858551459232,0.7527355511492987,0.7530378230361116,0.7533017053468394,0.7535340748108628,0.7537402582626997,0.7539244460001615,0.7540899795501023,0.7542395562151774
0.5,0.8058017727639001,0.8287946957139474,0.8383635144198525,0.8436080467229072,0.8469193309337285,0.8491999642442121,0.8508663366336635,0.8521371599972732,0.8531383302864107,0.8539474409123464,0.8546149205710838,0.8551749641751029,0.8556515786771627,0.856062114274338,0.8564194221030682,0.8567332237647305,0.8570110092952733,0.8572586427257707,0.8574807171519734,0.8576804428169026,0.8578606843732111
0.75,0.8613264427217916,0.8748055987558321,0.8817046289493019,0.885896527285613,0.8887133405747013,0.8907363420427553,0.8922596475574393,0.8934473915374812,0.8943962092331792,0.8951701238187738,0.8958123783039356,0.8963535968727644,0.8968141762053292,0.8972104308595038,0.8975542502903842,0.8978547870160654,0.8981190955162999,0.8983528123181901,0.898561705359386,0.8987469923056113,0.898912848341631
1.0,0.8920606601248886,0.9009009009009009,0.9060314981144861,0.9093746206660068,0.9117175053691292,0.9134469522038224,0.9147713247287574,0.9158151158055193,0.9166561809534576,0.9173459425180301,0.9179197584844104,0.9184027054713398,0.9188130831842538,0.9191646054931132,0.9194694963163739,0.9197322791568102,0.9199610905447491,0.9201610087243209,0.9203361786760873,0.9204899637878549,0.9206251615554732
1.25,0.9115770282588878,0.9177787865179488,0.9216765788660127,0.9243406714329918,0.9262697370549936,0.9277221355225078,0.9288499354389478,0.9297461220333774,0.9304731268456109,0.9310681813137544,0.9315620430429504,0.9319756524090606,0.9323266753410797,0.9326225886862712,0.9328745752798504,0.9330898284130563,0.933276201850297,0.9334338961078749,0.9335688836060627,0.9336843184249054,0.9337848311331884
1.5,0.9250693802035153,0.9294684148997043,0.9324904593045645,0.9346328220406354,0.9362169011829458,0.937429918797871,0.9383779683306898,0.9391363987489088,0.939748144922099,0.940250861799773,0.9406637632381764,0.941008873494504,0.9412953087371612,0.9415371924566254,0.9417390205102917,0.941911473960764,0.9420691614045088,0.9422056582352348,0.9423227821664054,0.9424219049026671,0.9425068573798916
1.75,0.9349539201282223,0.9379212189473098,0.9403022443579502,0.9420337175068945,0.9433368528813167,0.9443407419446309,0.94513319781169,0.9457667728183405,0.9462795181281147,0.9466993358707454,0.9470551396276653,0.947360138682123,0.9476158268186828,0.9478308811306967,0.9480109161840877,0.9481637108184021,0.9482926194715628,0.9483998120242361,0.9484910225774273,0.9485672539839197,0.9486296475622543
2.0,0.942507068803016,0.9441980134508224,0.9460965601013566,0.9475043611796377,0.9485804581781225,0.9494191076659257,0.9500978674583047,0.950654185318737,0.9511083279934271,0.9514819893668417,0.9517905790219198,0.9520463913092065,0.9522599666641999,0.9524389424149056,0.9525882033903544,0.9527136537803917,0.9528192245787545,0.9529083196006577,0.9529825792855524,0.9530451751235871,0.953099529742787
2.25,0.9484378028945173,0.948945265974318,0.9504791419775434,0.951658939090427,0.9525847363419111,0.9533152809379947,0.9538996744895941,0.9543733272939353,0.9547599000471328,0.9550774599398169,0.9553409228837764,0.9555608296505725,0.9557444080488174,0.9558994051286095,0.9560309763535294,0.9561436817582729,0.9562408644143411,0.9563257985203916,0.9564018210331271,0.9564703697304691,0.9565345535807308
2.5,0.953171427320642,0.9526366568660094,0.9539227360635929,0.9549172423254562,0.9556972227235861,0.956317648469477,0.9568183393697778,0.9572257579289385,0.9575617053749079,0.9578408764169762,0.9580753793481251,0.9582753521936539,0.9584469509819515,0.9585972998224833,0.9587321962379202,0.95885353250717,0.9589675814942861,0.959075261460157,0.9591814905801822,0.9592860746153575,0.9593917681031182
