53.66145317,78.05722813
54.15907886,78.05722813
54.6340852,78.05722813
55.10909154,78.05722813
55.58409788,78.05722813
56.05910422,78.05722813
56.53411056,78.05722813
57.00911689,78.05722813
57.50674258,78.05722813
57.98174892,78.050806
58.26933779,77.95814384
58.50651783,77.85685769
58.81866485,77.74414932
59.04485835,77.65049326
59.34644967,77.52633209
59.61034209,77.46639222
59.90439363,77.31654253
60.67345151,76.99115464
60.96750305,76.94619974
61.23893525,76.83060141
61.69132224,76.61867113
62.14370923,76.40674086
62.59609622,76.20765485
63.11634126,76.03040408
63.5461089,75.83196028
63.99849589,75.61681894
64.45088287,75.40060725
64.94850856,75.23791331
