58.19216703,75.08145519
57.22598163,73.85480054
56.25979624,72.69033643
55.24760201,71.55911208
53.22321357,69.1559305
51.19882512,66.4056078
49.91057793,64.68142889
49.17443667,63.77591329
48.16224245,62.33641691
47.15004823,60.7521667
46.14552214,58.85997953
45.12565978,57.5045878
44.29750087,55.78228533
43.33131548,53.85384269
42.45714774,51.94898956
41.67499766,49.96599617
40.98486523,47.99774622
40.38675046,45.93366389
39.92666218,43.88432499
39.55859155,41.78338404
39.36535447,39.275524
39.305543,35.98921005
39.4665739,34.21999662
39.88065335,32.0040568
40.38675046,30.08446022
41.07688289,28.16289785
41.99705945,26.19621161
43.00925368,24.57979388
44.0214479,23.10812998
45.03364212,21.98950458
46.04583635,20.84032004
47.05803057,19.91550392
48.07022479,19.04698097
49.08241902,18.22670928
50.09461324,17.51902391
51.10680746,16.8274223
52.11900169,16.18407196
53.13119591,15.56484726
54.14339013,14.98583195
55.15558436,14.41485852
56.16777858,13.89213637
57.1799728,13.3774561
58.19216703,12.90298523
59.07290746,12.47446795
60.18116407,11.42266084
61.13673204,11.27316437
62.14892627,11.03485668
63.16112049,10.61238996
64.17331471,10.22772007
65.18550894,9.855112996
66.19770316,9.498589683
67.20989738,9.150108249
68.22209161,8.817710574
69.09625934,8.500056344
