Time [hr],Mass flow rate [kg/s]
0.0,0.0
0.008333333,0.098061674
0.017798118,0.098061674
0.26951436500000003,0.060528634
0.7157386210000001,0.060528634
0.7246376800000001,0.026167401
0.826341214,0.01215859
0.828883802,0.03753304
0.864480039,0.054185022
0.908975335,0.035154185
0.917148485,0.007665198
1.0246631050000001,0.0
